gene,cellID,num_rolonies
Actb,397.0,4
Actb,4.0,1
Actb,40.0,6
Actb,400.0,2
Actb,402.0,5
Actb,403.0,4
Actb,405.0,3
Actb,41.0,2
Actb,416.0,1
Actb,42.0,8
Actb,423.0,1
Actb,426.0,1
Actb,427.0,1
Actb,43.0,1
Actb,431.0,1
Actb,432.0,1
Actb,433.0,1
Actb,443.0,2
Actb,449.0,1
Actb,45.0,3
Actb,450.0,3
Actb,454.0,2
Actb,459.0,2
Actb,46.0,4
Actb,465.0,1
Actb,467.0,1
Actb,47.0,3
Actb,471.0,2
Actb,48.0,5
Actb,49.0,6
Actb,50.0,3
Actb,51.0,3
Actb,52.0,2
Actb,53.0,9
Actb,54.0,8
Actb,55.0,4
Actb,56.0,6
Actb,57.0,8
Actb,58.0,3
Actb,59.0,13
Actb,6.0,2
Actb,60.0,2
Actb,61.0,4
Actb,62.0,2
Actb,63.0,8
Actb,64.0,6
Actb,66.0,9
Actb,67.0,3
Actb,68.0,1
Actb,69.0,2
Actb,7.0,1
Actb,70.0,5
Actb,71.0,7
Actb,72.0,1
Actb,73.0,2
Actb,74.0,3
Actb,75.0,6
Actb,76.0,4
Actb,77.0,2
Actb,78.0,7
Actb,79.0,1
Actb,8.0,3
Actb,80.0,2
Actb,81.0,4
Actb,82.0,8
Actb,83.0,7
Actb,84.0,5
Actb,85.0,3
Actb,86.0,3
Actb,87.0,2
Actb,88.0,3
Actb,89.0,7
Actb,9.0,2
Actb,90.0,7
Actb,91.0,4
Actb,92.0,3
Actb,93.0,1
Actb,94.0,3
Actb,95.0,2
Actb,96.0,2
Actb,97.0,7
Actb,98.0,10
Actb,99.0,3
Alcam,1.0,2
Alcam,10.0,1
Alcam,100.0,3
Alcam,101.0,5
Alcam,102.0,3
Alcam,104.0,9
Alcam,105.0,5
Alcam,106.0,3
Alcam,107.0,7
Alcam,108.0,11
Alcam,109.0,6
Alcam,11.0,4
Alcam,110.0,9
Alcam,111.0,4
Alcam,112.0,11
Alcam,113.0,3
Alcam,114.0,7
Alcam,115.0,5
Alcam,116.0,4
Alcam,117.0,4
Alcam,118.0,5
Alcam,119.0,6
Alcam,12.0,3
Alcam,120.0,4
Alcam,121.0,6
Alcam,122.0,2
Alcam,123.0,3
Alcam,124.0,2
Alcam,125.0,5
Alcam,126.0,15
Alcam,127.0,5
Alcam,128.0,9
Alcam,129.0,4
Alcam,130.0,3
Alcam,131.0,5
Alcam,132.0,2
Alcam,133.0,7
Alcam,134.0,2
Alcam,135.0,1
Alcam,136.0,5
Alcam,137.0,1
Alcam,138.0,1
Alcam,139.0,3
Alcam,14.0,3
Alcam,140.0,1
Alcam,141.0,5
Alcam,142.0,4
Alcam,143.0,9
Alcam,144.0,11
Alcam,145.0,6
Alcam,146.0,6
Alcam,147.0,3
Alcam,148.0,2
Alcam,15.0,5
Alcam,150.0,2
Alcam,151.0,6
Alcam,152.0,1
Alcam,153.0,2
Alcam,154.0,1
Alcam,155.0,9
Alcam,156.0,11
Alcam,157.0,7
Alcam,158.0,3
Alcam,159.0,1
Alcam,16.0,7
Alcam,160.0,6
Alcam,161.0,4
Alcam,162.0,12
Alcam,163.0,10
Alcam,164.0,5
Alcam,165.0,6
Alcam,166.0,5
Alcam,167.0,3
Alcam,168.0,3
Alcam,169.0,11
Alcam,17.0,7
Alcam,170.0,10
Alcam,171.0,6
Alcam,172.0,5
Alcam,173.0,3
Alcam,174.0,12
Alcam,176.0,1
Alcam,177.0,1
Alcam,178.0,7
Alcam,179.0,7
Alcam,18.0,1
Alcam,181.0,10
Alcam,182.0,3
Alcam,183.0,7
Alcam,184.0,1
Alcam,185.0,5
Alcam,186.0,2
Alcam,187.0,8
Alcam,188.0,4
Alcam,189.0,4
Alcam,19.0,1
Alcam,190.0,10
Alcam,191.0,11
Alcam,192.0,8
Alcam,193.0,8
Alcam,194.0,4
Alcam,195.0,1
Alcam,196.0,5
Alcam,197.0,6
Alcam,198.0,2
Alcam,199.0,6
Alcam,2.0,2
Alcam,20.0,1
Alcam,200.0,1
Alcam,201.0,3
Alcam,202.0,11
Alcam,203.0,3
Alcam,204.0,2
Alcam,205.0,5
Alcam,206.0,1
Alcam,207.0,1
Alcam,208.0,5
Alcam,209.0,3
Alcam,210.0,3
Alcam,211.0,6
Alcam,212.0,4
Alcam,213.0,16
Alcam,214.0,2
Alcam,215.0,5
Alcam,216.0,11
Alcam,217.0,7
Alcam,218.0,3
Alcam,219.0,6
Alcam,22.0,2
Alcam,220.0,5
Alcam,221.0,7
Alcam,222.0,7
Alcam,223.0,4
Alcam,224.0,7
Alcam,225.0,3
Alcam,226.0,2
Alcam,227.0,4
Alcam,228.0,2
Alcam,229.0,1
Alcam,23.0,3
Alcam,230.0,2
Alcam,231.0,3
Alcam,232.0,4
Alcam,233.0,2
Alcam,234.0,3
Alcam,235.0,5
Alcam,236.0,3
Alcam,237.0,4
Alcam,238.0,10
Alcam,239.0,3
Alcam,24.0,4
Alcam,240.0,2
Alcam,241.0,5
Alcam,242.0,4
Alcam,243.0,5
Alcam,244.0,1
Alcam,245.0,3
Alcam,246.0,3
Alcam,247.0,3
Alcam,248.0,1
Alcam,249.0,4
Alcam,25.0,2
Alcam,250.0,9
Alcam,251.0,1
Alcam,252.0,7
Alcam,253.0,6
Alcam,254.0,4
Alcam,255.0,3
Alcam,256.0,4
Alcam,257.0,4
Alcam,258.0,1
Alcam,259.0,6
Alcam,26.0,3
Alcam,260.0,5
Alcam,261.0,5
Alcam,262.0,5
Alcam,263.0,1
Alcam,264.0,8
Alcam,265.0,3
Alcam,266.0,3
Alcam,267.0,3
Alcam,268.0,3
Alcam,269.0,1
Alcam,27.0,6
Alcam,271.0,11
Alcam,272.0,4
Alcam,273.0,6
Alcam,274.0,4
Alcam,275.0,3
Alcam,276.0,5
Alcam,277.0,4
Alcam,278.0,3
Alcam,279.0,7
Alcam,28.0,4
Alcam,281.0,2
Alcam,282.0,1
Alcam,283.0,3
Alcam,284.0,5
Alcam,285.0,3
Alcam,286.0,5
Alcam,287.0,4
Alcam,288.0,3
Alcam,29.0,2
Alcam,290.0,2
Alcam,291.0,1
Alcam,292.0,2
Alcam,294.0,3
Alcam,295.0,2
Alcam,296.0,2
Alcam,298.0,4
Alcam,299.0,8
Alcam,3.0,5
Alcam,30.0,7
Alcam,301.0,2
Alcam,302.0,1
Alcam,303.0,3
Alcam,304.0,1
Alcam,305.0,3
Alcam,306.0,1
Alcam,307.0,8
Alcam,308.0,3
Alcam,309.0,1
Alcam,31.0,1
Alcam,310.0,2
Alcam,311.0,1
Alcam,312.0,4
Alcam,313.0,3
Alcam,315.0,3
Alcam,318.0,2
Alcam,319.0,3
Alcam,320.0,1
Alcam,321.0,4
Alcam,322.0,5
Alcam,323.0,8
Alcam,325.0,7
Alcam,327.0,3
Alcam,328.0,1
Alcam,329.0,4
Alcam,33.0,8
Alcam,330.0,2
Alcam,331.0,4
Alcam,332.0,1
Alcam,333.0,4
Alcam,334.0,2
Alcam,335.0,1
Alcam,336.0,1
Alcam,337.0,2
Alcam,338.0,3
Alcam,339.0,4
Alcam,34.0,2
Alcam,340.0,1
Alcam,341.0,1
Alcam,342.0,1
Alcam,344.0,2
Alcam,345.0,2
Alcam,346.0,3
Alcam,348.0,3
Alcam,349.0,1
Alcam,35.0,1
Alcam,352.0,4
Alcam,353.0,7
Alcam,354.0,6
Alcam,355.0,5
Alcam,358.0,1
Alcam,359.0,3
Alcam,36.0,6
Alcam,360.0,3
Alcam,362.0,2
Alcam,365.0,1
Alcam,366.0,2
Alcam,367.0,2
Alcam,368.0,5
Alcam,37.0,5
Alcam,371.0,5
Alcam,372.0,2
Alcam,373.0,2
Alcam,377.0,2
Alcam,378.0,1
Alcam,38.0,10
Alcam,381.0,2
Alcam,382.0,4
Alcam,383.0,5
Alcam,384.0,2
Alcam,386.0,8
Alcam,387.0,1
Alcam,388.0,3
Alcam,39.0,1
Alcam,391.0,5
Alcam,393.0,1
Alcam,395.0,2
Alcam,397.0,3
Alcam,399.0,1
Alcam,40.0,8
Alcam,400.0,5
Alcam,402.0,2
Alcam,403.0,2
Alcam,404.0,2
Alcam,405.0,1
Alcam,408.0,1
Alcam,41.0,7
Alcam,411.0,1
Alcam,413.0,2
Alcam,414.0,2
Alcam,415.0,1
Alcam,42.0,6
Alcam,423.0,2
Alcam,424.0,1
Alcam,426.0,1
Alcam,427.0,1
Alcam,428.0,1
Alcam,429.0,1
Alcam,43.0,5
Alcam,431.0,6
Alcam,433.0,1
Alcam,435.0,2
Alcam,439.0,2
Alcam,441.0,1
Alcam,442.0,1
Alcam,444.0,1
Alcam,45.0,7
Alcam,453.0,3
Alcam,454.0,1
Alcam,457.0,2
Alcam,46.0,11
Alcam,460.0,4
Alcam,466.0,1
Alcam,469.0,2
Alcam,47.0,4
Alcam,470.0,1
Alcam,471.0,2
Alcam,473.0,1
Alcam,475.0,1
Alcam,476.0,2
Alcam,48.0,2
Alcam,49.0,1
Alcam,50.0,1
Alcam,51.0,7
Alcam,52.0,2
Alcam,53.0,7
Alcam,54.0,5
Alcam,55.0,6
Alcam,56.0,6
Alcam,57.0,4
Alcam,58.0,1
Alcam,59.0,5
Alcam,6.0,2
Alcam,60.0,5
Alcam,61.0,4
Alcam,62.0,5
Alcam,63.0,1
Alcam,64.0,5
Alcam,65.0,2
Alcam,66.0,11
Alcam,67.0,4
Alcam,68.0,4
Alcam,69.0,6
Alcam,7.0,1
Alcam,70.0,3
Alcam,71.0,1
Alcam,72.0,5
Alcam,73.0,2
Alcam,74.0,10
Alcam,75.0,9
Alcam,76.0,11
Alcam,77.0,7
Alcam,78.0,8
Alcam,79.0,4
Alcam,8.0,14
Alcam,80.0,1
Alcam,81.0,4
Alcam,82.0,10
Alcam,83.0,4
Alcam,84.0,9
Alcam,85.0,9
Alcam,86.0,3
Alcam,87.0,7
Alcam,88.0,2
Alcam,89.0,9
Alcam,9.0,4
Alcam,90.0,4
Alcam,91.0,7
Alcam,92.0,2
Alcam,93.0,13
Alcam,94.0,3
Alcam,95.0,7
Alcam,96.0,7
Alcam,97.0,7
Alcam,98.0,6
Alcam,99.0,2
Bcl11b,10.0,1
Bcl11b,100.0,2
Bcl11b,101.0,2
Bcl11b,103.0,3
Bcl11b,104.0,7
Bcl11b,106.0,2
Bcl11b,107.0,8
Bcl11b,108.0,6
Bcl11b,109.0,7
Bcl11b,11.0,1
Bcl11b,110.0,9
Bcl11b,111.0,2
Bcl11b,112.0,4
Bcl11b,113.0,2
Bcl11b,114.0,6
Bcl11b,116.0,1
Bcl11b,117.0,4
Bcl11b,118.0,4
Bcl11b,119.0,3
Bcl11b,120.0,3
Bcl11b,121.0,5
Bcl11b,122.0,1
Bcl11b,123.0,5
Bcl11b,124.0,1
Bcl11b,125.0,5
Bcl11b,126.0,3
Bcl11b,127.0,2
Bcl11b,128.0,6
Bcl11b,13.0,2
Bcl11b,130.0,2
Bcl11b,131.0,3
Bcl11b,132.0,2
Bcl11b,133.0,2
Bcl11b,134.0,1
Bcl11b,135.0,5
Bcl11b,136.0,2
Bcl11b,137.0,1
Bcl11b,138.0,2
Bcl11b,139.0,1
Bcl11b,14.0,4
Bcl11b,140.0,6
Bcl11b,141.0,3
Bcl11b,142.0,2
Bcl11b,143.0,2
Bcl11b,144.0,6
Bcl11b,145.0,3
Bcl11b,146.0,4
Bcl11b,147.0,4
Bcl11b,148.0,4
Bcl11b,149.0,1
Bcl11b,15.0,2
Bcl11b,150.0,1
Bcl11b,151.0,8
Bcl11b,152.0,4
Bcl11b,153.0,3
Bcl11b,154.0,1
Bcl11b,155.0,4
Bcl11b,156.0,6
Bcl11b,157.0,3
Bcl11b,158.0,7
Bcl11b,159.0,1
Bcl11b,16.0,5
Bcl11b,160.0,2
Bcl11b,161.0,2
Bcl11b,162.0,5
Bcl11b,163.0,3
Bcl11b,164.0,2
Bcl11b,165.0,3
Bcl11b,166.0,1
Bcl11b,167.0,4
Bcl11b,168.0,5
Bcl11b,169.0,9
Bcl11b,17.0,3
Bcl11b,170.0,1
Bcl11b,171.0,3
Bcl11b,172.0,3
Bcl11b,173.0,1
Bcl11b,174.0,7
Bcl11b,175.0,1
Bcl11b,176.0,3
Bcl11b,177.0,4
Bcl11b,178.0,6
Bcl11b,179.0,2
Bcl11b,180.0,4
Bcl11b,181.0,8
Bcl11b,182.0,5
Bcl11b,183.0,1
Bcl11b,184.0,1
Bcl11b,185.0,4
Bcl11b,186.0,2
Bcl11b,187.0,4
Bcl11b,188.0,4
Bcl11b,190.0,2
Bcl11b,191.0,2
Bcl11b,192.0,6
Bcl11b,193.0,2
Bcl11b,194.0,2
Bcl11b,195.0,1
Bcl11b,196.0,2
Bcl11b,197.0,2
Bcl11b,198.0,1
Bcl11b,199.0,3
Bcl11b,20.0,5
Bcl11b,200.0,3
Bcl11b,202.0,5
Bcl11b,203.0,1
Bcl11b,204.0,1
Bcl11b,205.0,2
Bcl11b,206.0,2
Bcl11b,209.0,1
Bcl11b,210.0,2
Bcl11b,211.0,1
Bcl11b,212.0,2
Bcl11b,213.0,5
Bcl11b,214.0,1
Bcl11b,215.0,2
Bcl11b,216.0,5
Bcl11b,217.0,1
Bcl11b,219.0,3
Bcl11b,220.0,1
Bcl11b,221.0,3
Bcl11b,222.0,3
Bcl11b,223.0,3
Bcl11b,224.0,2
Bcl11b,225.0,1
Bcl11b,226.0,2
Bcl11b,227.0,3
Bcl11b,228.0,2
Bcl11b,229.0,2
Bcl11b,230.0,1
Bcl11b,231.0,2
Bcl11b,232.0,1
Bcl11b,234.0,1
Bcl11b,235.0,3
Bcl11b,237.0,6
Bcl11b,238.0,11
Bcl11b,239.0,1
Bcl11b,24.0,1
Bcl11b,240.0,1
Bcl11b,241.0,2
Bcl11b,242.0,1
Bcl11b,245.0,2
Bcl11b,247.0,1
Bcl11b,248.0,1
Bcl11b,249.0,2
Bcl11b,25.0,3
Bcl11b,250.0,3
Bcl11b,252.0,4
Bcl11b,253.0,4
Bcl11b,255.0,1
Bcl11b,256.0,2
Bcl11b,257.0,2
Bcl11b,259.0,2
Bcl11b,260.0,2
Bcl11b,261.0,3
Bcl11b,262.0,5
Bcl11b,263.0,4
Bcl11b,264.0,2
Bcl11b,265.0,1
Bcl11b,267.0,3
Bcl11b,268.0,4
Bcl11b,27.0,2
Bcl11b,270.0,1
Bcl11b,271.0,2
Bcl11b,272.0,1
Bcl11b,274.0,2
Bcl11b,275.0,2
Bcl11b,276.0,2
Bcl11b,277.0,1
Bcl11b,278.0,3
Bcl11b,279.0,2
Bcl11b,28.0,1
Bcl11b,281.0,1
Bcl11b,283.0,2
Bcl11b,284.0,1
Bcl11b,285.0,2
Bcl11b,287.0,1
Bcl11b,29.0,1
Bcl11b,290.0,1
Bcl11b,291.0,3
Bcl11b,292.0,6
Bcl11b,294.0,1
Bcl11b,295.0,1
Bcl11b,296.0,4
Bcl11b,298.0,1
Bcl11b,299.0,7
Bcl11b,3.0,2
Bcl11b,30.0,4
Bcl11b,300.0,1
Bcl11b,301.0,1
Bcl11b,302.0,1
Bcl11b,303.0,3
Bcl11b,305.0,3
Bcl11b,306.0,1
Bcl11b,309.0,2
Bcl11b,31.0,2
Bcl11b,310.0,1
Bcl11b,311.0,1
Bcl11b,312.0,2
Bcl11b,313.0,1
Bcl11b,314.0,3
Bcl11b,315.0,5
Bcl11b,319.0,2
Bcl11b,320.0,1
Bcl11b,321.0,1
Bcl11b,322.0,1
Bcl11b,323.0,5
Bcl11b,325.0,1
Bcl11b,328.0,1
Bcl11b,329.0,1
Bcl11b,33.0,2
Bcl11b,330.0,1
Bcl11b,332.0,2
Bcl11b,333.0,1
Bcl11b,334.0,1
Bcl11b,337.0,3
Bcl11b,339.0,7
Bcl11b,344.0,1
Bcl11b,347.0,1
Bcl11b,348.0,3
Bcl11b,349.0,1
Bcl11b,35.0,1
Bcl11b,351.0,1
Bcl11b,352.0,3
Bcl11b,353.0,4
Bcl11b,354.0,1
Bcl11b,356.0,1
Bcl11b,357.0,3
Bcl11b,359.0,4
Bcl11b,36.0,3
Bcl11b,360.0,1
Bcl11b,362.0,3
Bcl11b,366.0,1
Bcl11b,367.0,4
Bcl11b,368.0,3
Bcl11b,37.0,2
Bcl11b,370.0,1
Bcl11b,371.0,4
Bcl11b,372.0,3
Bcl11b,375.0,1
Bcl11b,379.0,1
Bcl11b,38.0,7
Bcl11b,381.0,2
Bcl11b,383.0,2
Bcl11b,384.0,2
Bcl11b,386.0,3
Bcl11b,387.0,2
Bcl11b,388.0,1
Bcl11b,39.0,1
Bcl11b,390.0,1
Bcl11b,391.0,2
Bcl11b,395.0,2
Bcl11b,399.0,1
Bcl11b,40.0,3
Bcl11b,400.0,4
Bcl11b,401.0,2
Bcl11b,402.0,2
Bcl11b,408.0,2
Bcl11b,41.0,5
Bcl11b,412.0,2
Bcl11b,413.0,3
Bcl11b,414.0,2
Bcl11b,415.0,2
Bcl11b,416.0,2
Bcl11b,417.0,3
Bcl11b,418.0,2
Bcl11b,42.0,3
Bcl11b,423.0,2
Bcl11b,424.0,1
Bcl11b,427.0,2
Bcl11b,428.0,1
Bcl11b,43.0,5
Bcl11b,431.0,1
Bcl11b,439.0,4
Bcl11b,44.0,1
Bcl11b,441.0,1
Bcl11b,45.0,4
Bcl11b,450.0,1
Bcl11b,451.0,1
Bcl11b,453.0,1
Bcl11b,454.0,1
Bcl11b,459.0,1
Bcl11b,46.0,4
Bcl11b,460.0,1
Bcl11b,465.0,1
Bcl11b,47.0,5
Bcl11b,473.0,1
Bcl11b,474.0,1
Bcl11b,476.0,1
Bcl11b,478.0,1
Bcl11b,48.0,3
Bcl11b,49.0,3
Bcl11b,50.0,2
Bcl11b,51.0,2
Bcl11b,52.0,1
Bcl11b,53.0,6
Bcl11b,54.0,2
Bcl11b,55.0,3
Bcl11b,56.0,3
Bcl11b,57.0,4
Bcl11b,58.0,3
Bcl11b,59.0,2
Bcl11b,60.0,5
Bcl11b,61.0,7
Bcl11b,62.0,1
Bcl11b,63.0,1
Bcl11b,64.0,2
Bcl11b,65.0,2
Bcl11b,66.0,1
Bcl11b,67.0,1
Bcl11b,68.0,1
Bcl11b,69.0,6
Bcl11b,70.0,6
Bcl11b,71.0,2
Bcl11b,72.0,3
Bcl11b,73.0,1
Bcl11b,74.0,7
Bcl11b,75.0,10
Bcl11b,76.0,10
Bcl11b,77.0,2
Bcl11b,78.0,5
Bcl11b,8.0,3
Bcl11b,80.0,3
Bcl11b,81.0,1
Bcl11b,82.0,8
Bcl11b,83.0,1
Bcl11b,84.0,5
Bcl11b,85.0,4
Bcl11b,87.0,4
Bcl11b,88.0,4
Bcl11b,89.0,1
Bcl11b,9.0,1
Bcl11b,90.0,1
Bcl11b,91.0,1
Bcl11b,92.0,3
Bcl11b,93.0,6
Bcl11b,94.0,1
Bcl11b,95.0,3
Bcl11b,97.0,3
Bcl11b,98.0,4
Bcl11b,99.0,1
Bdnf,1.0,2
Bdnf,10.0,1
Bdnf,100.0,3
Bdnf,102.0,1
Bdnf,103.0,1
Bdnf,104.0,3
Bdnf,105.0,1
Bdnf,106.0,3
Bdnf,107.0,4
Bdnf,108.0,6
Bdnf,109.0,2
Bdnf,110.0,9
Bdnf,111.0,1
Bdnf,112.0,6
Bdnf,113.0,3
Bdnf,114.0,5
Bdnf,115.0,1
Bdnf,117.0,3
Bdnf,118.0,1
Bdnf,119.0,3
Bdnf,12.0,1
Bdnf,120.0,3
Bdnf,121.0,5
Bdnf,122.0,1
Bdnf,123.0,2
Bdnf,124.0,2
Bdnf,125.0,3
Bdnf,126.0,7
Bdnf,127.0,7
Bdnf,128.0,2
Bdnf,129.0,5
Bdnf,130.0,1
Bdnf,131.0,7
Bdnf,132.0,2
Bdnf,133.0,8
Bdnf,135.0,3
Bdnf,137.0,5
Bdnf,138.0,1
Bdnf,139.0,5
Bdnf,140.0,2
Bdnf,141.0,3
Bdnf,142.0,4
Bdnf,143.0,4
Bdnf,144.0,7
Bdnf,145.0,1
Bdnf,146.0,5
Bdnf,148.0,3
Bdnf,149.0,1
Bdnf,15.0,1
Bdnf,151.0,1
Bdnf,153.0,2
Bdnf,154.0,2
Bdnf,155.0,2
Bdnf,156.0,1
Bdnf,157.0,3
Bdnf,159.0,2
Bdnf,16.0,1
Bdnf,160.0,4
Bdnf,162.0,3
Bdnf,163.0,4
Bdnf,164.0,1
Bdnf,165.0,7
Bdnf,166.0,2
Bdnf,167.0,3
Bdnf,168.0,2
Bdnf,169.0,3
Bdnf,17.0,4
Bdnf,170.0,5
Bdnf,171.0,13
Bdnf,172.0,2
Bdnf,173.0,1
Bdnf,174.0,5
Bdnf,175.0,3
Bdnf,176.0,2
Bdnf,177.0,1
Bdnf,178.0,4
Bdnf,179.0,5
Bdnf,180.0,7
Bdnf,181.0,5
Bdnf,182.0,2
Bdnf,183.0,5
Bdnf,184.0,2
Bdnf,185.0,2
Bdnf,186.0,2
Bdnf,187.0,6
Bdnf,188.0,7
Bdnf,189.0,1
Bdnf,190.0,1
Bdnf,191.0,3
Bdnf,192.0,4
Bdnf,193.0,2
Bdnf,194.0,1
Bdnf,195.0,6
Bdnf,196.0,3
Bdnf,198.0,4
Bdnf,199.0,1
Bdnf,20.0,17
Bdnf,201.0,4
Bdnf,202.0,3
Bdnf,204.0,3
Bdnf,205.0,4
Bdnf,207.0,4
Bdnf,208.0,4
Bdnf,209.0,2
Bdnf,21.0,2
Bdnf,210.0,1
Bdnf,211.0,3
Bdnf,212.0,2
Bdnf,213.0,9
Bdnf,214.0,4
Bdnf,215.0,7
Bdnf,216.0,12
Bdnf,217.0,1
Bdnf,218.0,2
Bdnf,22.0,1
Bdnf,220.0,4
Bdnf,221.0,3
Bdnf,222.0,2
Bdnf,223.0,2
Bdnf,224.0,1
Bdnf,225.0,1
Bdnf,226.0,4
Bdnf,227.0,5
Bdnf,228.0,2
Bdnf,23.0,1
Bdnf,231.0,1
Bdnf,233.0,1
Bdnf,234.0,4
Bdnf,235.0,1
Bdnf,236.0,3
Bdnf,237.0,6
Bdnf,238.0,6
Bdnf,239.0,2
Bdnf,24.0,1
Bdnf,240.0,1
Bdnf,241.0,4
Bdnf,245.0,1
